time,latitude,longitude,t2m
2005-06-01,49.90999984741211,0.9700000286102295,289.44568
2005-06-01,49.90999984741211,1.2200000286102295,289.48593
2005-06-01,49.90999984741211,1.4700000286102295,289.76035
2005-06-01,49.90999984741211,1.7200000286102295,289.86902
2005-06-01,49.90999984741211,1.9700000286102295,289.98062
2005-06-01,49.90999984741211,2.2200000286102295,290.04834
2005-06-01,49.90999984741211,2.4700000286102295,290.30118
2005-06-01,49.90999984741211,2.7200000286102295,290.52618
2005-06-01,49.90999984741211,2.9700000286102295,290.7794
2005-06-01,49.90999984741211,3.2200000286102295,290.9126
2005-06-01,49.90999984741211,3.4700000286102295,290.9005
2005-06-01,49.90999984741211,3.7200000286102295,290.86465
2005-06-01,49.90999984741211,3.9700000286102295,290.80722
2005-06-01,49.90999984741211,4.21999979019165,290.7095
2005-06-01,49.90999984741211,4.46999979019165,290.65976
2005-06-01,49.90999984741211,4.71999979019165,290.68463
2005-06-01,49.90999984741211,4.96999979019165,290.58365
2005-06-01,49.90999984741211,5.21999979019165,290.3919
2005-06-01,49.90999984741211,5.46999979019165,290.12222
2005-06-01,49.90999984741211,5.71999979019165,289.92172
2005-06-01,49.90999984741211,5.96999979019165,290.2309
2005-06-01,49.90999984741211,6.21999979019165,290.44388
2005-06-01,49.90999984741211,6.46999979019165,290.4457
2005-06-01,49.90999984741211,6.71999979019165,290.26276
2005-06-01,49.90999984741211,6.96999979019165,290.02307
2005-06-01,49.90999984741211,7.21999979019165,290.172
2005-06-01,49.90999984741211,7.46999979019165,290.47058
2005-06-01,49.90999984741211,7.71999979019165,291.10394
2005-06-01,49.90999984741211,7.96999979019165,291.39447
2005-06-01,49.90999984741211,8.220000267028809,291.79733
2005-06-01,49.90999984741211,8.470000267028809,291.7421
2005-06-01,49.90999984741211,8.720000267028809,291.6495
2005-06-01,49.90999984741211,8.970000267028809,291.21628
2005-06-01,49.90999984741211,9.220000267028809,290.7699
2005-06-01,49.90999984741211,9.470000267028809,290.53424
2005-06-01,49.90999984741211,9.720000267028809,290.3374
2005-06-01,49.90999984741211,9.970000267028809,290.39594
2005-06-01,49.90999984741211,10.220000267028809,290.3886
2005-06-01,49.90999984741211,10.470000267028809,290.52582
