longitude,latitude,t2m,R,G,B
46.40999984741211,4.46999979019165,292.6664651515152,241,197,55
46.40999984741211,4.71999979019165,293.26410939393935,248,118,29
46.40999984741211,4.96999979019165,293.8292633333333,248,118,29
46.40999984741211,5.21999979019165,294.14066818181817,248,118,29
46.40999984741211,5.46999979019165,292.48503424242426,241,197,55
46.40999984741211,5.71999979019165,291.06300696969697,241,197,55
46.40999984741211,5.96999979019165,290.2516212121212,177,247,58
46.40999984741211,6.21999979019165,290.76874363636375,177,247,58
46.40999984741211,6.46999979019165,290.4440130303031,177,247,58
46.40999984741211,6.71999979019165,289.9691687878788,177,247,58
46.40999984741211,6.96999979019165,288.1442287878788,74,247,130
46.40999984741211,7.21999979019165,286.42889545454545,32,204,213
46.40999984741211,7.46999979019165,285.05739818181826,32,204,213
46.40999984741211,7.71999979019165,283.27268757575763,68,132,245
46.40999984741211,7.96999979019165,282.6332660606061,58,49,126
46.40999984741211,8.220000267028809,282.3253451515152,58,49,126
46.40999984741211,8.470000267028809,283.7198103030304,68,132,245
46.40999984741211,8.720000267028809,284.8122896969697,68,132,245
46.40999984741211,8.970000267028809,285.6613712121212,32,204,213
46.40999984741211,9.220000267028807,285.55682212121206,32,204,213
46.40999984741211,9.470000267028807,284.8327445454545,68,132,245
46.40999984741211,9.720000267028807,283.74827636363636,68,132,245
46.40999984741211,9.970000267028807,283.7211645454545,68,132,245
46.40999984741211,10.220000267028807,283.50271757575763,68,132,245
46.40999984741211,10.470000267028807,282.7158396969697,58,49,126
46.40999984741211,10.720000267028807,284.3020118181818,68,132,245
46.40999984741211,10.970000267028807,286.925043030303,32,204,213
46.40999984741211,11.220000267028807,290.60884545454553,177,247,58
46.40999984741211,11.470000267028807,288.87639121212123,74,247,130
46.40999984741211,11.720000267028807,287.1586621212122,74,247,130
46.40999984741211,11.970000267028807,286.08002060606066,32,204,213
46.65999984741211,0.9700000286102296,292.825756969697,241,197,55
46.65999984741211,1.2200000286102295,292.8084724242424,241,197,55
46.65999984741211,1.4700000286102295,292.7764815151515,241,197,55
46.65999984741211,1.7200000286102295,292.526466060606,241,197,55
